benchmark,time,charge,mAh_total,mAh_cpu,mAh_wifi,energy_total,energy_cpu,energy_wifi
makeEncFile-10-10mb,655.0,2.585,0.473,0.472,0.00111,4.401738,4.392432,0.010329660000000001
makeEncFile-10-10mb,642.0,2.585,0.478,0.476,0.00111,4.448268,4.429656,0.010329660000000001
makeEncFile-10-10mb,672.0,2.585,0.461,0.46,0.00111,4.290066,4.28076,0.010329660000000001
makeEncFile-10-10mb,678.0,2.585,0.507,0.506,0.00111,4.718142,4.708836,0.010329660000000001
makeEncFile-10-10mb,616.0,2.585,0.465,0.464,0.00111,4.3272900000000005,4.317984,0.010329660000000001
makeEncFile-10-10mb,977.0,2.585,0.734,0.733,0.00111,6.830603999999999,6.821298,0.010329660000000001
makeEncFile-10-10mb,674.0,2.585,0.251,0.25,0.00111,2.3358060000000003,2.3265000000000002,0.010329660000000001
makeEncFile-10-10mb,667.0,2.585,0.51,0.508,0.00111,4.74606,4.727448,0.010329660000000001
makeEncFile-10-10mb,661.0,2.585,0.509,0.507,0.00111,4.736754,4.718142,0.010329660000000001
makeEncFile-10-10mb,658.0,2.585,0.497,0.496,0.00111,4.625082,4.615776,0.010329660000000001
makeEncFile-10-10mb,732.0,2.585,0.5,0.499,0.00111,4.6530000000000005,4.643694,0.010329660000000001
makeEncFile-10-10mb,649.0,2.585,0.000802,0.0,0.000802,0.007463412,0.0,0.007463412
makeEncFile-10-10mb,820.0,2.585,0.715,0.714,0.00111,6.65379,6.644483999999999,0.010329660000000001
makeEncFile-10-10mb,650.0,2.585,0.476,0.475,0.00111,4.429656,4.42035,0.010329660000000001
makeFile-50-20mb,3358.0,2.718,0.688,0.687,0.00111,6.731942399999999,6.722157600000001,0.010861128000000001
makeFile-50-20mb,4285.0,2.718,0.702,0.701,0.00111,6.8689296,6.8591448,0.010861128000000001
makeFile-50-20mb,4388.0,2.718,0.732,0.731,0.00111,7.1624736,7.1526888,0.010861128000000001
makeFile-50-20mb,9112.0,2.718,0.627,0.625,0.00136,6.1350696000000005,6.1155,0.013307328
makeFile-50-20mb,4474.0,2.763,0.71,0.709,0.00111,7.062228,7.0522811999999995,0.011040948
makeFile-50-20mb,3794.0,2.718,0.684,0.683,0.00111,6.6928032,6.6830184,0.010861128000000001
makeFile-50-20mb,3267.0,2.763,0.705,0.704,0.00111,7.012493999999999,7.0025471999999995,0.011040948
makeFile-50-20mb,3587.0,2.763,0.682,0.681,0.00111,6.7837176,6.773770800000001,0.011040948
makeFile-50-20mb,3531.0,2.763,0.778,0.777,0.00111,7.7386104,7.7286636,0.011040948
makeFile-50-20mb,3310.0,2.763,0.629,0.628,0.00111,6.2565372,6.2465904000000005,0.011040948
makeFile-50-20mb,3642.0,2.763,0.74,0.739,0.00111,7.360632,7.3506852,0.011040948
makeFile-50-20mb,3422.0,2.763,0.763,0.762,0.00111,7.589408399999999,7.5794616,0.011040948
makeFile-50-20mb,3827.0,2.718,0.676,0.675,0.00111,6.614524800000001,6.6047400000000005,0.010861128000000001
makeFile-50-20mb,4109.0,2.718,0.689,0.687,0.00111,6.7417272,6.722157600000001,0.010861128000000001
makeFile-50-20mb,4514.0,2.718,0.699,0.698,0.00111,6.8395752,6.829790399999999,0.010861128000000001
makeFile-50-20mb,3918.0,2.718,0.705,0.704,0.00111,6.898283999999999,6.888499199999999,0.010861128000000001
makeFile-50-20mb,4375.0,2.763,0.713,0.712,0.00111,7.092068399999999,7.0821216,0.011040948
makeFile-50-20mb,3418.0,2.718,0.717,0.716,0.00111,7.0157016,7.0059168,0.010861128000000001
makeFile-50-20mb,3618.0,2.718,0.718,0.717,0.00136,7.0254864,7.0157016,0.013307328
makeFile-50-20mb,3839.0,2.718,0.673,0.672,0.00111,6.5851704,6.5753856,0.010861128000000001
makeEncFile-30-20mb,2445.0,2.674,1.08,1.07,0.00111,10.396512000000001,10.300248,0.010685304000000001
makeEncFile-30-20mb,2346.0,2.674,1.08,1.08,0.00111,10.396512000000001,10.396512000000001,0.010685304000000001
makeEncFile-30-20mb,2357.0,2.674,1.1,1.1,0.00111,10.58904,10.58904,0.010685304000000001
makeEncFile-30-20mb,2364.0,2.674,1.11,1.11,0.00111,10.685304,10.685304,0.010685304000000001
makeEncFile-30-20mb,2424.0,2.674,1.08,1.08,0.000987,10.396512000000001,10.396512000000001,0.0095012568
makeEncFile-30-20mb,2351.0,2.674,1.12,1.12,0.00123,10.781568000000002,10.781568000000002,0.011840472
makeEncFile-30-20mb,2319.0,2.674,1.05,1.04,0.00111,10.10772,10.011456,0.010685304000000001
makeEncFile-30-20mb,2336.0,2.718,1.09,1.09,0.00111,10.665432000000001,10.665432000000001,0.010861128000000001
makeEncFile-30-20mb,2478.0,2.674,1.12,1.12,0.00111,10.781568000000002,10.781568000000002,0.010685304000000001
makeEncFile-30-20mb,2314.0,2.674,1.04,1.04,0.00111,10.011456,10.011456,0.010685304000000001
makeEncFile-30-20mb,2485.0,2.674,1.04,1.04,0.00111,10.011456,10.011456,0.010685304000000001
makeEncFile-30-20mb,2570.0,2.674,1.04,1.04,0.00111,10.011456,10.011456,0.010685304000000001
makeEncFile-30-20mb,2409.0,2.674,1.11,1.11,0.00111,10.685304,10.685304,0.010685304000000001
makeEncFile-30-20mb,2319.0,2.674,1.03,1.03,0.00111,9.915192000000001,9.915192000000001,0.010685304000000001
makeEncFile-30-20mb,2593.0,2.674,1.12,1.12,0.00123,10.781568000000002,10.781568000000002,0.011840472
makeEncFile-30-20mb,2404.0,2.674,1.08,1.08,0.00111,10.396512000000001,10.396512000000001,0.010685304000000001
makeEncFile-30-20mb,2395.0,2.674,1.08,1.08,0.00111,10.396512000000001,10.396512000000001,0.010685304000000001
makeEncFile-30-20mb,2429.0,2.674,1.01,1.01,0.00111,9.722664,9.722664,0.010685304000000001
makeEncFile-30-20mb,2475.0,2.674,1.03,1.03,0.00111,9.915192000000001,9.915192000000001,0.010685304000000001
makeEncFile-30-20mb,2334.0,2.674,1.09,1.09,0.00111,10.492776000000001,10.492776000000001,0.010685304000000001
makeEncFile-30-20mb,2371.0,2.674,1.01,1.01,0.00123,9.722664,9.722664,0.011840472
makeEncFile-30-20mb,2346.0,2.674,1.09,1.09,0.00111,10.492776000000001,10.492776000000001,0.010685304000000001
makeEncFile-30-20mb,2470.0,2.674,1.09,1.09,0.00111,10.492776000000001,10.492776000000001,0.010685304000000001
makeEncFile-30-20mb,2446.0,2.674,1.06,1.06,0.00123,10.203984,10.203984,0.011840472
makeEncFile-30-20mb,2794.0,2.674,1.08,1.08,0.00111,10.396512000000001,10.396512000000001,0.010685304000000001
makeEncFile-30-20mb,2828.0,2.674,1.01,1.01,0.00111,9.722664,9.722664,0.010685304000000001
makeEncFile-30-20mb,2338.0,2.674,1.06,1.06,0.00111,10.203984,10.203984,0.010685304000000001
makeEncFile-30-20mb,2462.0,2.674,1.05,1.05,0.00111,10.10772,10.10772,0.010685304000000001
makeEncFile-30-20mb,2868.0,2.674,1.0,1.0,0.00111,9.6264,9.6264,0.010685304000000001
makeEncFile-30-20mb,2427.0,2.674,1.08,1.08,0.00111,10.396512000000001,10.396512000000001,0.010685304000000001
makeFile-30-20mb,1999.0,2.629,0.605,0.604,0.00111,5.725962,5.716497599999999,0.010505484
makeFile-30-20mb,1945.0,2.674,0.664,0.663,0.00111,6.3919296,6.3823032,0.010685304000000001
makeFile-30-20mb,1925.0,2.674,0.584,0.583,0.00111,5.621817599999999,5.612191199999999,0.010685304000000001
makeFile-30-20mb,2275.0,2.674,0.665,0.664,0.000926,6.401556,6.3919296,0.0089140464
makeFile-30-20mb,4013.0,2.674,0.561,0.56,0.00123,5.4004104,5.390784000000001,0.011840472
makeFile-30-20mb,2824.0,2.674,0.586,0.585,0.00111,5.641070399999999,5.631443999999999,0.010685304000000001
makeFile-30-20mb,6092.0,2.674,0.592,0.59,0.0016,5.698828799999999,5.679576,0.015402240000000001
makeFile-30-20mb,2142.0,2.674,0.615,0.614,0.00111,5.920236,5.9106096,0.010685304000000001
makeFile-30-20mb,2201.0,2.674,0.579,0.578,0.00111,5.5736856,5.5640592,0.010685304000000001
makeFile-30-20mb,2286.0,2.674,0.584,0.583,0.00111,5.621817599999999,5.612191199999999,0.010685304000000001
makeFile-30-20mb,2173.0,2.674,0.59,0.589,0.00111,5.679576,5.6699496,0.010685304000000001
makeFile-30-20mb,2035.0,2.674,0.561,0.56,0.00111,5.4004104,5.390784000000001,0.010685304000000001
makeFile-30-20mb,2957.0,2.674,0.561,0.56,0.00111,5.4004104,5.390784000000001,0.010685304000000001
makeFile-30-20mb,2928.0,2.629,0.644,0.643,0.00123,6.0950736,6.0856091999999995,0.011641212
makeFile-30-20mb,1969.0,2.629,0.616,0.615,0.00111,5.8300704,5.820606,0.010505484
makeFile-30-20mb,2518.0,2.629,0.594,0.593,0.00111,5.6218536,5.612389199999999,0.010505484
makeFile-30-20mb,6602.0,2.674,0.657,0.655,0.00167,6.3245448,6.305292,0.016076088
makeFile-30-20mb,1925.0,2.629,0.627,0.626,0.00111,5.934178800000001,5.9247144,0.010505484
makeFile-30-20mb,2430.0,2.629,0.619,0.618,0.00111,5.8584636,5.848999200000001,0.010505484
makeFile-30-20mb,2645.0,2.629,0.356,0.355,0.000802,3.3693264000000003,3.359862,0.0075904488
makeFile-30-20mb,2626.0,2.629,0.602,0.601,0.00111,5.697568799999999,5.6881044,0.010505484
makeFile-30-20mb,2643.0,2.629,0.604,0.603,0.00111,5.716497599999999,5.7070332,0.010505484
makeFile-30-20mb,2581.0,2.629,0.6,0.599,0.00111,5.678640000000001,5.6691756,0.010505484
makeFile-30-20mb,1937.0,2.674,0.553,0.551,0.00123,5.3233992,5.3041464000000005,0.011840472
makeFile-30-20mb,2240.0,2.629,0.583,0.582,0.00111,5.517745199999999,5.5082808,0.010505484
makeFile-30-20mb,2328.0,2.629,0.679,0.678,0.00111,6.426327600000001,6.416863200000001,0.010505484
makeFile-30-20mb,2323.0,2.629,0.567,0.566,0.000864,5.3663148,5.3568504,0.008177241600000001
makeFile-30-20mb,2917.0,2.629,0.621,0.62,0.0013,5.877392400000001,5.867928000000001,0.01230372
makeFile-30-20mb,2469.0,2.629,0.64,0.639,0.00111,6.057216,6.047751600000001,0.010505484
makeFile-30-20mb,2850.0,2.629,0.589,0.588,0.00111,5.5745316,5.5650672,0.010505484
makeFile-10-20mb,798.0,2.763,0.404,0.403,0.00111,4.0185072,4.0085604,0.011040948
makeFile-10-20mb,821.0,2.718,0.254,0.253,0.00111,2.4853392,2.4755544,0.010861128000000001
makeFile-10-20mb,880.0,2.718,0.623,0.622,0.00111,6.095930399999999,6.086145599999999,0.010861128000000001
makeFile-10-20mb,846.0,2.718,0.478,0.476,0.00111,4.6771344,4.6575648,0.010861128000000001
makeFile-10-20mb,828.0,2.718,0.431,0.429,0.00111,4.2172488,4.1976792,0.010861128000000001
makeFile-10-20mb,849.0,2.718,0.418,0.418,0.000802,4.090046399999999,4.090046399999999,0.007847409599999999
makeFile-10-20mb,840.0,2.763,0.435,0.434,0.00111,4.326858,4.3169112,0.011040948
makeFile-10-20mb,846.0,2.718,0.435,0.434,0.00111,4.256388,4.2466032,0.010861128000000001
makeFile-10-20mb,841.0,2.718,0.417,0.415,0.00111,4.080261599999999,4.0606919999999995,0.010861128000000001
makeFile-10-20mb,999.0,2.763,0.457,0.456,0.00123,4.5456876,4.5357408,0.012234563999999998
makeFile-10-20mb,830.0,2.718,0.462,0.461,0.00111,4.5205776,4.510792800000001,0.010861128000000001
makeFile-10-20mb,810.0,2.718,0.397,0.395,0.00111,3.8845656,3.8649960000000005,0.010861128000000001
makeFile-10-20mb,968.0,2.718,0.531,0.53,0.00111,5.1957288,5.185944,0.010861128000000001
makeFile-10-20mb,843.0,2.718,0.452,0.451,0.00111,4.4227296,4.4129448,0.010861128000000001
makeFile-10-20mb,857.0,2.718,0.471,0.47,0.00111,4.6086408,4.598856,0.010861128000000001
makeFile-10-20mb,823.0,2.718,0.477,0.476,0.00111,4.6673496000000005,4.6575648,0.010861128000000001
makeFile-10-20mb,821.0,2.718,0.495,0.494,0.00111,4.843476,4.8336912,0.010861128000000001
makeFile-10-20mb,907.0,2.718,0.356,0.355,0.00111,3.4833888,3.473604,0.010861128000000001
makeFile-10-20mb,842.0,2.718,0.365,0.364,0.00111,3.5714520000000003,3.5616672,0.010861128000000001
makeFile-10-20mb,928.0,2.718,0.628,0.627,0.00111,6.144854400000001,6.1350696000000005,0.010861128000000001
makeEncFile-50-20mb,4246.0,2.718,1.47,1.47,0.00111,14.383656,14.383656,0.010861128000000001
makeEncFile-50-20mb,3978.0,2.718,1.44,1.44,0.00123,14.090112,14.090112,0.012035303999999998
makeEncFile-50-20mb,3936.0,2.718,1.47,1.47,0.00111,14.383656,14.383656,0.010861128000000001
makeEncFile-50-20mb,4392.0,2.718,1.39,1.39,0.00111,13.600871999999999,13.600871999999999,0.010861128000000001
makeEncFile-50-20mb,3840.0,2.718,1.52,1.52,0.00111,14.872896,14.872896,0.010861128000000001
makeEncFile-50-20mb,4095.0,2.718,1.4,1.4,0.00111,13.69872,13.69872,0.010861128000000001
makeEncFile-50-20mb,4319.0,2.718,1.44,1.44,0.00111,14.090112,14.090112,0.010861128000000001
makeEncFile-50-20mb,4789.0,2.718,1.46,1.46,0.00111,14.285808000000001,14.285808000000001,0.010861128000000001
makeEncFile-50-20mb,4126.0,2.718,1.46,1.46,0.00111,14.285808000000001,14.285808000000001,0.010861128000000001
makeEncFile-50-20mb,4703.0,2.763,1.67,1.67,0.00111,16.611155999999998,16.611155999999998,0.011040948
makeEncFile-50-20mb,3870.0,2.718,1.44,1.44,0.000864,14.090112,14.090112,0.0084540672
makeEncFile-50-20mb,3883.0,2.718,1.42,1.42,0.00136,13.894416,13.894416,0.013307328
makeEncFile-50-20mb,4028.0,2.718,1.46,1.46,0.00111,14.285808000000001,14.285808000000001,0.010861128000000001
makeEncFile-50-20mb,3853.0,2.718,1.35,1.35,0.00111,13.209480000000001,13.209480000000001,0.010861128000000001
makeEncFile-50-20mb,5245.0,2.763,1.51,1.51,0.0016,15.019668,15.019668,0.01591488
makeEncFile-50-20mb,3837.0,2.718,1.5,1.49,0.00111,14.677200000000001,14.579352,0.010861128000000001
makeEncFile-50-20mb,4580.0,2.718,1.35,1.35,0.00111,13.209480000000001,13.209480000000001,0.010861128000000001
makeEncFile-50-20mb,4581.0,2.718,1.43,1.43,0.00111,13.992263999999999,13.992263999999999,0.010861128000000001
makeEncFile-50-20mb,4786.0,2.718,1.44,1.44,0.00111,14.090112,14.090112,0.010861128000000001
makeEncFile-50-20mb,4509.0,2.718,1.42,1.42,0.00111,13.894416,13.894416,0.010861128000000001
makeEncFile-10-20mb,1214.0,2.718,0.661,0.66,0.00123,6.467752800000001,6.457968000000001,0.012035303999999998
makeEncFile-10-20mb,1015.0,2.718,0.609,0.608,0.00111,5.9589432,5.9491584,0.010861128000000001
makeEncFile-10-20mb,1028.0,2.718,0.617,0.616,0.00111,6.0372216000000005,6.0274368,0.010861128000000001
makeEncFile-10-20mb,1007.0,2.718,0.577,0.575,0.00111,5.6458296,5.626259999999999,0.010861128000000001
makeEncFile-10-20mb,986.0,2.718,0.55,0.549,0.00123,5.381640000000001,5.371855200000001,0.012035303999999998
makeEncFile-10-20mb,1070.0,2.718,0.626,0.625,0.00111,6.1252848,6.1155,0.010861128000000001
makeEncFile-10-20mb,1043.0,2.718,0.611,0.61,0.00111,5.978512800000001,5.9687280000000005,0.010861128000000001
makeEncFile-10-20mb,1027.0,2.718,0.631,0.63,0.00111,6.174208800000001,6.164424,0.010861128000000001
makeEncFile-10-20mb,1028.0,2.718,0.593,0.592,0.00111,5.8023864,5.792601599999999,0.010861128000000001
makeEncFile-10-20mb,1034.0,2.718,0.612,0.611,0.00111,5.988297599999999,5.978512800000001,0.010861128000000001
makeEncFile-10-20mb,1028.0,2.718,0.661,0.66,0.00111,6.467752800000001,6.457968000000001,0.010861128000000001
makeEncFile-10-20mb,1054.0,2.718,0.644,0.643,0.00111,6.3014111999999995,6.2916264,0.010861128000000001
makeEncFile-10-20mb,1052.0,2.718,0.581,0.58,0.00111,5.6849688,5.675184,0.010861128000000001
makeEncFile-10-20mb,1078.0,2.718,0.623,0.622,0.00111,6.095930399999999,6.086145599999999,0.010861128000000001
makeEncFile-10-20mb,1020.0,2.718,0.632,0.631,0.00111,6.1839936,6.174208800000001,0.010861128000000001
makeEncFile-10-20mb,958.0,2.718,0.558,0.557,0.00111,5.459918400000001,5.450133600000001,0.010861128000000001
makeEncFile-10-20mb,1016.0,2.718,0.65,0.65,0.000802,6.360120000000001,6.360120000000001,0.007847409599999999
makeEncFile-10-20mb,1009.0,2.718,0.563,0.562,0.00111,5.508842399999999,5.4990576,0.010861128000000001
makeEncFile-10-20mb,1025.0,2.718,0.609,0.608,0.00111,5.9589432,5.9491584,0.010861128000000001
makeEncFile-10-20mb,983.0,2.718,0.581,0.58,0.00111,5.6849688,5.675184,0.010861128000000001
makeEncFile-30-30mb,7692.0,2.54,1.27,1.27,0.0016,11.61288,11.61288,0.014630400000000002
makeEncFile-30-30mb,3337.0,2.54,1.33,1.33,0.00111,12.161520000000001,12.161520000000001,0.010149840000000002
makeEncFile-30-30mb,3475.0,2.54,1.33,1.33,0.00111,12.161520000000001,12.161520000000001,0.010149840000000002
makeEncFile-30-30mb,3414.0,2.54,1.33,1.32,0.00111,12.161520000000001,12.070080000000003,0.010149840000000002
makeEncFile-30-30mb,3433.0,2.54,1.4,1.4,0.00111,12.8016,12.8016,0.010149840000000002
makeEncFile-30-30mb,3243.0,2.54,1.35,1.35,0.00111,12.3444,12.3444,0.010149840000000002
makeEncFile-30-30mb,3464.0,2.585,1.3,1.3,0.000864,12.097800000000001,12.097800000000001,0.008040384000000001
makeEncFile-30-30mb,13336.0,2.54,1.18,1.18,0.0016,10.78992,10.78992,0.014630400000000002
makeEncFile-30-30mb,8978.0,2.54,1.24,1.24,0.0016,11.338560000000001,11.338560000000001,0.014630400000000002
makeEncFile-30-30mb,4151.0,2.54,1.26,1.26,0.00111,11.521440000000002,11.521440000000002,0.010149840000000002
makeEncFile-30-30mb,4087.0,2.54,1.55,1.54,0.00136,14.1732,14.081760000000001,0.01243584
makeEncFile-30-30mb,3360.0,2.54,1.31,1.31,0.00111,11.97864,11.97864,0.010149840000000002
makeEncFile-30-30mb,3881.0,2.54,1.34,1.34,0.00111,12.252960000000002,12.252960000000002,0.010149840000000002
makeEncFile-30-30mb,3325.0,2.54,1.32,1.32,0.00111,12.070080000000003,12.070080000000003,0.010149840000000002
makeEncFile-30-30mb,3412.0,2.54,1.33,1.33,0.00111,12.161520000000001,12.161520000000001,0.010149840000000002
makeEncFile-30-30mb,3281.0,2.54,1.32,1.32,0.00111,12.070080000000003,12.070080000000003,0.010149840000000002
makeEncFile-30-30mb,3454.0,2.54,1.33,1.33,0.00111,12.161520000000001,12.161520000000001,0.010149840000000002
makeEncFile-30-30mb,3661.0,2.54,1.32,1.32,0.00111,12.070080000000003,12.070080000000003,0.010149840000000002
makeEncFile-30-30mb,4549.0,2.495,1.32,1.32,0.00111,11.856240000000001,11.856240000000001,0.009970020000000001
makeEncFile-50-30mb,6942.0,2.273,1.88,1.88,0.0016,15.383664,15.383664,0.013092480000000002
makeEncFile-50-30mb,6233.0,2.273,1.89,1.89,0.0016,15.465492,15.465492,0.013092480000000002
makeEncFile-50-30mb,6585.0,2.317,1.94,1.94,0.0016,16.181928000000003,16.181928000000003,0.013345920000000002
makeEncFile-50-30mb,5660.0,2.273,1.84,1.84,0.0016,15.056352000000002,15.056352000000002,0.013092480000000002
makeEncFile-50-30mb,5734.0,2.273,1.71,1.71,0.0016,13.992588,13.992588,0.013092480000000002
makeEncFile-50-30mb,5723.0,2.273,2.08,2.07,0.0016,17.020224000000002,16.938396,0.013092480000000002
makeEncFile-50-30mb,5663.0,2.273,1.91,1.91,0.0016,15.629147999999999,15.629147999999999,0.013092480000000002
makeEncFile-50-30mb,5859.0,2.273,1.88,1.88,0.00167,15.383664,15.383664,0.013665276
makeEncFile-50-30mb,6768.0,2.273,1.87,1.87,0.00154,15.301836000000002,15.301836000000002,0.012601511999999999
makeEncFile-50-30mb,5839.0,2.317,1.87,1.87,0.0016,15.598044000000002,15.598044000000002,0.013345920000000002
makeEncFile-50-30mb,6195.0,2.273,1.83,1.83,0.0016,14.974524,14.974524,0.013092480000000002
makeEncFile-50-30mb,6935.0,2.273,1.93,1.93,0.0016,15.792804,15.792804,0.013092480000000002
makeEncFile-50-30mb,6642.0,2.273,1.93,1.93,0.0016,15.792804,15.792804,0.013092480000000002
makeEncFile-50-30mb,5850.0,2.228,1.84,1.84,0.0016,14.758272000000003,14.758272000000003,0.012833280000000002
makeEncFile-50-30mb,5811.0,2.228,1.76,1.76,0.0016,14.116608000000001,14.116608000000001,0.012833280000000002
makeEncFile-50-30mb,6288.0,2.228,1.78,1.78,0.0016,14.277024000000003,14.277024000000003,0.012833280000000002
makeEncFile-50-30mb,6420.0,2.273,1.88,1.88,0.0016,15.383664,15.383664,0.013092480000000002
makeEncFile-50-30mb,6788.0,2.273,1.85,1.85,0.0016,15.138180000000002,15.138180000000002,0.013092480000000002
makeEncFile-50-30mb,7022.0,2.273,1.85,1.85,0.0016,15.138180000000002,15.138180000000002,0.013092480000000002
makeFile-10-30mb,1117.0,2.629,0.533,0.532,0.00111,5.0445252,5.035060800000001,0.010505484
makeFile-10-30mb,1071.0,2.629,0.479,0.478,0.00111,4.5334476,4.5239832,0.010505484
makeFile-10-30mb,1077.0,2.629,0.528,0.527,0.00111,4.9972032,4.987738800000001,0.010505484
makeFile-10-30mb,1055.0,2.629,0.538,0.537,0.00111,5.0918472,5.0823828,0.010505484
makeFile-10-30mb,1104.0,2.629,0.497,0.496,0.00111,4.703806800000001,4.6943424,0.010505484
makeFile-10-30mb,1218.0,2.629,0.522,0.521,0.00111,4.9404168,4.930952400000001,0.010505484
makeFile-10-30mb,1048.0,2.629,0.481,0.48,0.00111,4.5523764,4.542912,0.010505484
makeFile-10-30mb,1099.0,2.629,0.516,0.514,0.00111,4.8836304,4.8647016,0.010505484
makeFile-10-30mb,1099.0,2.629,0.577,0.576,0.00111,5.4609588,5.4514944,0.010505484
makeFile-10-30mb,1233.0,2.585,0.519,0.518,0.00111,4.829814,4.820508,0.010329660000000001
makeFile-10-30mb,1112.0,2.585,0.489,0.488,0.00111,4.550634,4.541328,0.010329660000000001
makeFile-10-30mb,1104.0,2.585,0.504,0.503,0.00111,4.690224,4.680918,0.010329660000000001
makeFile-10-30mb,1442.0,2.585,0.543,0.542,0.00111,5.053158,5.043852,0.010329660000000001
makeFile-10-30mb,1066.0,2.629,0.543,0.542,0.00111,5.1391692,5.129704800000001,0.010505484
makeFile-10-30mb,1163.0,2.629,0.525,0.524,0.000864,4.96881,4.9593456,0.008177241600000001
makeFile-10-30mb,1063.0,2.629,0.496,0.494,0.00136,4.6943424,4.6754136,0.012871584
makeFile-10-30mb,1120.0,2.629,0.564,0.562,0.00111,5.3379216,5.3189928,0.010505484
makeFile-10-30mb,1067.0,2.629,0.537,0.536,0.00111,5.0823828,5.072918400000001,0.010505484
makeFile-10-30mb,1199.0,2.629,0.559,0.558,0.00111,5.290599600000001,5.281135200000001,0.010505484
makeFile-10-30mb,1178.0,2.629,0.557,0.555,0.00111,5.271670800000001,5.2527420000000005,0.010505484
makeEncFile-10-30mb,1639.0,2.585,0.712,0.711,0.00123,6.625872,6.616566,0.011446379999999999
makeEncFile-10-30mb,1357.0,2.585,0.724,0.723,0.00111,6.737544,6.728237999999999,0.010329660000000001
makeEncFile-10-30mb,1402.0,2.585,0.7,0.699,0.00111,6.5142,6.504894,0.010329660000000001
makeEncFile-10-30mb,1338.0,2.585,0.688,0.687,0.00111,6.402527999999999,6.393222000000001,0.010329660000000001
makeEncFile-10-30mb,1360.0,2.585,0.755,0.754,0.00111,7.0260299999999996,7.016724,0.010329660000000001
makeEncFile-10-30mb,1567.0,2.585,0.829,0.828,0.00111,7.714674,7.705368,0.010329660000000001
makeEncFile-10-30mb,1437.0,2.585,0.758,0.757,0.00111,7.053948,7.0446420000000005,0.010329660000000001
makeEncFile-10-30mb,1345.0,2.585,0.667,0.666,0.00111,6.207102000000001,6.197796,0.010329660000000001
makeEncFile-10-30mb,1357.0,2.585,0.673,0.672,0.00123,6.262938,6.253632,0.011446379999999999
makeEncFile-10-30mb,1436.0,2.585,0.703,0.702,0.00111,6.542117999999999,6.532812,0.010329660000000001
makeEncFile-10-30mb,1346.0,2.585,0.721,0.72,0.00111,6.709626,6.7003200000000005,0.010329660000000001
makeEncFile-10-30mb,1418.0,2.585,0.731,0.73,0.00111,6.8026860000000005,6.79338,0.010329660000000001
makeEncFile-10-30mb,1336.0,2.585,0.742,0.741,0.00111,6.905052,6.895746000000001,0.010329660000000001
makeEncFile-10-30mb,1658.0,2.585,0.707,0.706,0.00117,6.579342,6.570036,0.010888020000000002
makeEncFile-10-30mb,1356.0,2.585,0.743,0.742,0.00111,6.914357999999999,6.905052,0.010329660000000001
makeEncFile-10-30mb,1359.0,2.585,0.742,0.741,0.00111,6.905052,6.895746000000001,0.010329660000000001
makeEncFile-10-30mb,1347.0,2.585,0.664,0.663,0.00111,6.179184,6.169878,0.010329660000000001
makeEncFile-10-30mb,1737.0,2.585,0.744,0.743,0.00117,6.923664,6.914357999999999,0.010888020000000002
makeEncFile-10-30mb,1437.0,2.585,0.749,0.748,0.00111,6.970194,6.960888,0.010329660000000001
makeEncFile-10-30mb,1368.0,2.585,0.684,0.683,0.00111,6.365304,6.3559980000000005,0.010329660000000001
makeFile-50-30mb,5682.0,2.362,0.876,0.874,0.0016,7.4488032,7.4317968,0.013605120000000002
makeFile-50-30mb,5822.0,2.362,0.868,0.867,0.0016,7.3807776,7.3722744,0.013605120000000002
makeFile-50-30mb,6613.0,2.362,0.847,0.846,0.0016,7.2022104,7.1937072,0.013605120000000002
makeFile-50-30mb,7864.0,2.362,0.901,0.899,0.0016,7.661383200000001,7.644376800000001,0.013605120000000002
makeFile-50-30mb,6172.0,2.406,0.932,0.93,0.00136,8.0726112,8.055288000000001,0.011779776
makeFile-50-30mb,6103.0,2.362,0.909,0.907,0.0016,7.729408800000001,7.7124024,0.013605120000000002
makeFile-50-30mb,5866.0,2.362,0.898,0.896,0.0016,7.635873600000001,7.6188672,0.013605120000000002
makeFile-50-30mb,6011.0,2.362,0.886,0.884,0.0016,7.5338352,7.5168288,0.013605120000000002
makeFile-50-30mb,6551.0,2.362,0.942,0.941,0.0016,8.010014400000001,8.0015112,0.013605120000000002
makeFile-50-30mb,5998.0,2.362,0.891,0.889,0.0016,7.576351200000001,7.559344800000001,0.013605120000000002
makeFile-50-30mb,5901.0,2.317,0.886,0.884,0.00167,7.390303200000001,7.3736208,0.013929804
makeFile-50-30mb,7255.0,2.317,0.863,0.862,0.0016,7.198455600000001,7.190114400000001,0.013345920000000002
makeFile-50-30mb,5792.0,2.317,0.865,0.863,0.00173,7.2151380000000005,7.198455600000001,0.014430276
makeFile-50-30mb,6690.0,2.317,0.846,0.844,0.0016,7.0566552,7.0399728,0.013345920000000002
makeFile-50-30mb,6901.0,2.317,0.949,0.947,0.0016,7.9157988,7.8991164000000005,0.013345920000000002
makeFile-50-30mb,6021.0,2.317,0.842,0.841,0.0016,7.0232904000000005,7.014949200000001,0.013345920000000002
makeFile-50-30mb,5677.0,2.317,0.874,0.873,0.0016,7.2902088,7.281867600000001,0.013345920000000002
makeFile-50-30mb,5620.0,2.317,0.844,0.842,0.0016,7.0399728,7.0232904000000005,0.013345920000000002
makeFile-50-30mb,5804.0,2.317,0.818,0.816,0.0016,6.8231016,6.8064192,0.013345920000000002
